File,PESQ,STOI,SDR
p257_207.wav,1.0172208547592163,0.32870579048691506,-3.4434736906192627
p257_213.wav,1.0804264545440674,0.37562334212705195,-1.6527602404436168
p232_119.wav,1.1132466793060303,0.5963687109397559,-1.3333662137478508
p232_131.wav,1.0850592851638794,0.4793423590501846,-0.7562385961537981
p232_125.wav,1.1221299171447754,0.7613031321438062,5.074436701931477
p257_011.wav,1.023672103881836,0.39770671557903203,-1.7511733877126436
p257_039.wav,1.0567692518234253,0.522438835474012,-6.865802346403082
p232_333.wav,1.1529232263565063,0.6317078389635606,2.0580380258482163
p232_327.wav,1.0231465101242065,0.475990903862809,-2.6832348571482987
p232_284.wav,1.0776945352554321,0.49441531888056794,-7.213516839774367
p232_290.wav,1.0317577123641968,0.5342943301972815,-3.147958531746606
p257_171.wav,1.037609577178955,0.5095790935445119,-3.979340194622039
p257_165.wav,1.0632587671279907,0.42801926759052666,-4.997473975959545
p232_247.wav,1.0640714168548584,0.5073299798765927,3.661765841375544
p232_253.wav,1.0655242204666138,0.4627690522509535,0.2675314881451674
p257_159.wav,1.0287882089614868,0.4509893524500992,2.0778456749942946
p232_086.wav,1.0402228832244873,0.45609843789032445,3.1051021708584576
p257_398.wav,1.020836591720581,0.5068965674741966,0.2961372500257906
p232_092.wav,1.0183526277542114,0.42070701071867983,-3.022258784200921
p257_415.wav,1.026189923286438,0.395059540975527,0.6610829184353966
p232_079.wav,1.026512861251831,0.5068182861750928,0.19519681769377423
p257_373.wav,1.095030665397644,0.4386516001923461,1.1005815725100638
p257_367.wav,1.4207031726837158,0.38672922849197966,-6.2659544651649295
p257_401.wav,1.0851820707321167,0.465897979284776,1.0971915289864218
p232_045.wav,1.39208984375,0.714004080434969,7.2029387528646325
p257_429.wav,1.034543752670288,0.22521693390491498,-2.6163827700152527
p232_051.wav,1.0284830331802368,0.44562739339526447,0.9643932186894162
p232_050.wav,1.0245541334152222,0.5905933782852185,1.8725971402650954
p257_428.wav,1.060804009437561,0.4895229098079109,-4.4750646240225675
p232_044.wav,1.0548949241638184,0.47128109897343523,-0.5063209625698407
p257_366.wav,1.0306416749954224,0.45428977562691675,-4.480059507108634
p257_400.wav,1.064416766166687,0.46723670629756775,-1.3150546414548405
p232_078.wav,1.085661768913269,0.6452287797120413,3.027118067765505
p257_414.wav,1.0207442045211792,0.3090315575014639,-4.3676139717166915
p257_372.wav,1.0219616889953613,0.44306101310904694,-0.14660469114369434
p257_399.wav,1.2546653747558594,0.42762890644050455,-2.626889113260089
p232_093.wav,1.0431733131408691,0.44805058529840813,-0.8185933855554848
p232_087.wav,2.1936564445495605,0.8780862292282543,9.467478841510358
p232_252.wav,1.0920320749282837,0.4869526889442539,-1.7334728063619063
p257_158.wav,1.0304049253463745,0.5608851863832552,3.3371580565316386
p232_246.wav,1.0260919332504272,0.4322922465830614,0.2346921329858645
p257_164.wav,1.0375020503997803,0.45437926363559955,-3.912777501256613
p257_170.wav,1.029468059539795,0.42013981824901775,2.2184358606763612
p232_291.wav,1.1920932531356812,0.7408755343671287,-0.49986813328478713
p232_285.wav,1.0708729028701782,0.5983760249726433,1.731815703542431
p232_326.wav,1.033112645149231,0.31048137570262363,1.1758615505945018
p257_038.wav,1.2923088073730469,0.3726348821784205,-4.906250921867556
p232_332.wav,1.1362024545669556,0.6595604647029651,-0.928667295837315
p257_010.wav,1.0365066528320312,0.3805222438031679,-2.5154282141257287
p257_004.wav,1.0192053318023682,0.42233123649817494,-6.791682247022116
p232_124.wav,1.2924236059188843,0.6369546189906649,7.928768694662853
p232_130.wav,1.1163630485534668,0.5578495900080127,-0.10612996681924246
p257_212.wav,1.0266717672348022,0.30904471515104415,-0.30086611239635763
p232_118.wav,1.489366054534912,0.7898677659452469,5.1999490330823015
p257_206.wav,1.0204191207885742,0.33111100043350083,-0.18685060432601427
p257_210.wav,1.026792049407959,0.35476257625703117,-3.706057035380983
p257_204.wav,1.020451545715332,0.6044841729397267,-3.5846657090960794
p232_126.wav,1.0226114988327026,0.5347812911195537,-4.5783162744068635
p257_238.wav,1.0309193134307861,0.344000271299981,-3.3993638181164383
p232_132.wav,1.0286113023757935,0.4655811725686861,-0.7628510314755237
p257_012.wav,1.0195351839065552,0.366403823027587,-3.004442891745036
p232_318.wav,1.0940839052200317,0.49706156869809903,-3.7347239095283413
p257_006.wav,1.0480049848556519,0.31009857947997266,0.04267144309243154
p232_324.wav,1.0743690729141235,0.45485861154323154,-1.35396074319196
p232_330.wav,1.1196702718734741,0.520031026639792,-1.8267129121995476
p257_199.wav,1.5435779094696045,0.6465079454449884,-1.9580510367782475
p232_293.wav,1.0210973024368286,0.42510703453696136,-6.5376872733875615
p232_287.wav,1.0281819105148315,0.5156210819673361,-3.145039237844177
p257_166.wav,1.0759533643722534,0.48771205210928864,-8.421869011387278
p232_278.wav,1.0998358726501465,0.5002076829395632,0.4978057649702946
p257_172.wav,1.0454338788986206,0.42767922632781075,-3.6235096601084726
p232_250.wav,1.0215212106704712,0.3877907943716429,-5.400642877780937
p232_244.wav,1.024611234664917,0.3613442679323711,-3.1482035870542378
p232_091.wav,1.0233943462371826,0.40173702850916015,2.78229320322339
p232_085.wav,1.3995060920715332,0.814644677917743,8.987525473070669
p257_402.wav,1.0559238195419312,0.3656066962583984,-6.074828764292811
p257_364.wav,1.0556427240371704,0.616430279891285,-3.9050207111704855
p257_370.wav,1.115282416343689,0.40579213739040887,0.9560120240824015
p257_416.wav,1.0488231182098389,0.43478217520778895,-0.4320564573455094
p232_052.wav,1.0257619619369507,0.40923303101110514,-3.5406304003328986
p257_358.wav,1.0311115980148315,0.3745666830742102,-3.2678271996950823
